Timestamp,Age,Gender,City,Position,Years of experience,Level,Salary (EUR),Employment status,Сontract duration,Main language at work,Company size,Company type,Lost job due to the coronavirus outbreak,Age category,Years of experience category,Salary (EUR) category
30/11/2020 11:08:23,30.0,Male,Frankfurt,Big Data Engineer,3.0,Middle,65000.0,Full-time employee,Unlimited contract,English,100-1000,Other,No,"[30,40)",<5,"[50000,100000)"
30/11/2020 11:13:05,35.0,Male,Berlin,Designer (UI/UX),10.0,Senior,50400.0,Full-time employee,Unlimited contract,German,10-50,Consulting / Agency,No,"[30,40)","[10,20)","[50000,100000)"
30/11/2020 11:16:18,30.0,Male,Cracow,Business Analyst,7.0,Senior,68500.0,Full-time employee,Unlimited contract,English,50-100,Consulting / Agency,No,"[30,40)","[5,10)","[50000,100000)"
30/11/2020 11:23:45,26.0,Male,Berlin,Software Engineer,5.0,Middle,69000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)","[5,10)","[50000,100000)"
30/11/2020 11:24:53,30.0,Female,Stockholm,QA Engineer,7.0,Senior,48000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[30,40)","[5,10)","[20000,50000)"
30/11/2020 11:32:03,33.0,Female,Brunswick,Software Engineer,6.0,Middle,58000.0,Full-time employee,Unlimited contract,German,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
30/11/2020 11:34:22,26.0,Male,Berlin,Backend Developer,6.0,Senior,70000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)","[5,10)","[50000,100000)"
30/11/2020 11:38:00,29.0,Male,Berlin,Data Scientist,6.0,Middle,57000.0,Full-time employee,Unlimited contract,English,up to 10,Startup,Yes,"[20,30)","[5,10)","[50000,100000)"
30/11/2020 11:44:04,36.0,Male,Zurich,Data Scientist,5.0,Senior,106000.0,Full-time employee,Unlimited contract,English,10-50,Product,No,"[30,40)","[5,10)","[100000,150000)"
30/11/2020 11:45:40,23.0,Male,Dublin,Data Analyst,3.0,Senior,49200.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)",<5,"[20000,50000)"
30/11/2020 11:52:06,45.0,Male,Madrid,Data Scientist,2.0,Senior,42000.0,Full-time employee,Unlimited contract,Other,100-1000,Consulting / Agency,No,"[40,50)",<5,"[20000,50000)"
30/11/2020 11:56:44,41.0,Male,Rome,CTO,22.0,Head,50000.0,Full-time employee,Unlimited contract,Other,50-100,Product,No,"[40,50)","[20,30)","[50000,100000)"
30/11/2020 12:06:18,28.0,Male,Berlin,ML Engineer,1.0,Junior,43000.0,Full-time employee,Unlimited contract,English,up to 10,Startup,Yes,"[20,30)",<5,"[20000,50000)"
30/11/2020 12:07:23,35.0,Male,Berlin,Data Scientist,12.0,Senior,77000.0,Full-time employee,Unlimited contract,English,1000+,Startup,Yes,"[30,40)","[10,20)","[50000,100000)"
30/11/2020 12:08:57,37.0,Female,Berlin,Data Scientist,8.0,Middle,67000.0,Full-time employee,Unlimited contract,English,1000+,Startup,No,"[30,40)","[5,10)","[50000,100000)"
30/11/2020 12:10:34,26.0,Male,Lisbon,Software Engineer,4.0,Middle,21000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[20,30)",<5,"[20000,50000)"
30/11/2020 12:11:34,30.0,Male,Barcelona,Data Scientist,5.0,Senior,40000.0,Full-time employee,Unlimited contract,Other,1000+,Consulting / Agency,No,"[30,40)","[5,10)","[20000,50000)"
30/11/2020 12:11:41,24.0,Male,Sofia,ML Engineer,5.0,Senior,64000.0,Full-time employee,Unlimited contract,English,10-50,Startup,No,"[20,30)","[5,10)","[50000,100000)"
30/11/2020 12:11:50,35.0,Male,Frankfurt,Manager ,6.0,Head,90000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
30/11/2020 12:13:37,27.0,Male,Rome,Data Scientist,2.0,Junior,25300.0,Full-time employee,Temporary contract,Other,1000+,Consulting / Agency,No,"[20,30)",<5,"[20000,50000)"
30/11/2020 12:15:48,31.0,Male,Munich,Professor,10.0,Lead,80000.0,Full-time employee,Unlimited contract,German,100-1000,Other,No,"[30,40)","[10,20)","[50000,100000)"
30/11/2020 12:17:06,27.0,Female,Munich,Backend Developer,6.0,Senior,85600.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)","[5,10)","[50000,100000)"
30/11/2020 12:24:32,29.0,Male,Bonn,Data Scientist,2.0,Middle,55200.0,Full-time employee,Temporary contract,English,1000+,Product,No,"[20,30)",<5,"[50000,100000)"
30/11/2020 12:32:14,29.0,Male,Berlin,AI Management,6.0,Head,92000.0,Full-time employee,Unlimited contract,German,1000+,Product,No,"[20,30)","[5,10)","[50000,100000)"
30/11/2020 12:45:00,34.0,Male,Berlin,Backend Developer,14.0,Lead,96000.0,Full-time employee,Unlimited contract,English,1000+,Startup,No,"[30,40)","[10,20)","[50000,100000)"
30/11/2020 12:49:08,29.0,Male,Helsinki,Frontend Developer,10.0,Senior,60000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)","[10,20)","[50000,100000)"
30/11/2020 12:55:38,35.0,Male,Luttich,Data Scientist,12.0,Lead,85000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
30/11/2020 12:56:08,54.0,Male,Milano,Sales ,31.0,Head,110000.0,Full-time employee,Unlimited contract,English,10-50,Consulting / Agency,No,"[50,60)",>=30,"[100000,150000)"
30/11/2020 13:10:41,31.0,Male,Berlin,Software Engineer,6.0,Senior,90000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
30/11/2020 13:12:47,30.0,Male,Bielefeld,Software Engineer,5.0,Junior,55000.0,Full-time employee,Unlimited contract,German,10-50,Product,No,"[30,40)","[5,10)","[50000,100000)"
30/11/2020 13:17:39,36.0,Male,Zurich,Backend Developer,15.0,Senior,172000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[150000,200000)"
30/11/2020 13:26:02,24.0,Male,Berlin,Backend Developer,1.0,Other,14400.0,Part-time employee,Temporary contract,German,up to 10,Startup,No,"[20,30)",<5,<20000
30/11/2020 13:33:21,28.0,Male,Frankfurt,XR Developer,8.0,Lead,25000.0,Full-time employee,Temporary contract,English,10-50,Startup,No,"[20,30)","[5,10)","[20000,50000)"
30/11/2020 13:50:56,,Male,Berlin,Data Scientist,4.0,Head,105000.0,Full-time employee,Unlimited contract,German,10-50,Consulting / Agency,No,Unknown,<5,"[100000,150000)"
30/11/2020 13:52:05,36.0,Male,Hamburg,Data Scientist,2.0,Middle,63000.0,Full-time employee,Unlimited contract,English,10-50,Product,No,"[30,40)",<5,"[50000,100000)"
30/11/2020 13:55:09,26.0,Male,Berlin,DevOps,5.0,Middle,72000.0,Full-time employee,Unlimited contract,English,10-50,Startup,No,"[20,30)","[5,10)","[50000,100000)"
30/11/2020 14:06:35,36.0,Male,Munich,DevOps,14.0,Middle,65000.0,Full-time employee,Unlimited contract,German,100-1000,Consulting / Agency,No,"[30,40)","[10,20)","[50000,100000)"
30/11/2020 14:30:05,33.0,Male,Berlin,Backend Developer,13.0,Senior,83000.0,Full-time employee,Unlimited contract,English,50-100,Startup,No,"[30,40)","[10,20)","[50000,100000)"
30/11/2020 14:36:32,35.0,Male,Berlin,Data Engineer,6.0,Senior,200000.0,Self-employed (freelancer),Temporary contract,English,10-50,Startup,No,"[30,40)","[5,10)",>=200000
30/11/2020 14:42:27,29.0,Male,Basel,Data Scientist,5.0,Lead,115000.0,Full-time employee,Unlimited contract,English,1000+,Other,No,"[20,30)","[5,10)","[100000,150000)"
30/11/2020 14:47:24,36.0,Male,Berlin,Frontend Developer,6.0,Middle,58000.0,Full-time employee,Unlimited contract,English,100-1000,Product,Yes,"[30,40)","[5,10)","[50000,100000)"
30/11/2020 15:10:35,35.0,Male,Berlin,Software Engineer,2.0,Middle,50000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)",<5,"[50000,100000)"
30/11/2020 15:27:53,29.0,Male,Berlin,Backend Developer,9.0,Senior,75000.0,Full-time employee,Unlimited contract,English,50-100,Startup,Yes,"[20,30)","[5,10)","[50000,100000)"
30/11/2020 15:45:24,29.0,Male,Berlin,DevOps,11.0,Lead,140000.0,Self-employed (freelancer),Unlimited contract,English,up to 10,Startup,No,"[20,30)","[10,20)","[100000,150000)"
30/11/2020 15:48:04,32.0,Male,Hamburg,Backend Developer,14.0,Lead,80000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[30,40)","[10,20)","[50000,100000)"
30/11/2020 16:01:37,23.0,Male,"NJ, USA","Student, Software Developer, Data Engineer",4.0,Other,54179.13,Full-time employee,Unlimited contract,English,up to 10,Other,No,"[20,30)",<5,"[50000,100000)"
30/11/2020 16:20:18,32.0,Female,Berlin,Engineering Team Lead,10.0,Lead,65000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
30/11/2020 16:24:25,30.0,Male,Berlin,Software Engineer,7.0,Senior,49000.0,Full-time employee,Temporary contract,English,10-50,Startup,No,"[30,40)","[5,10)","[20000,50000)"
30/11/2020 16:32:24,30.0,Male,Munich,Data Scientist,2.0,Middle,50000.0,Full-time employee,Unlimited contract,English,10-50,Startup,No,"[30,40)",<5,"[50000,100000)"
30/11/2020 16:42:50,30.0,Male,Berlin,ML Engineer,6.0,Middle,59000.0,Full-time employee,Unlimited contract,English,50-100,Startup,No,"[30,40)","[5,10)","[50000,100000)"
30/11/2020 16:54:46,30.0,Male,Frankfurt,Data Scientist,5.0,Middle,52500.0,Full-time employee,Unlimited contract,English,10-50,Startup,No,"[30,40)","[5,10)","[50000,100000)"
30/11/2020 16:57:51,48.0,Male,Madrid,DevOps,15.0,Senior,30000.0,Full-time employee,Unlimited contract,English,up to 10,Startup,Yes,"[40,50)","[10,20)","[20000,50000)"
30/11/2020 17:05:15,31.0,Male,Berlin,Data Analyst,7.0,Senior,83000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[30,40)","[5,10)","[50000,100000)"
30/11/2020 18:24:21,38.0,Male,Cologne,Software Engineer,15.0,Senior,59000.0,Full-time employee,Unlimited contract,English,up to 10,Product,No,"[30,40)","[10,20)","[50000,100000)"
30/11/2020 18:25:04,22.0,Male,Istanbul,Backend Developer,3.0,Middle,10001.0,Self-employed (freelancer),Unlimited contract,English,up to 10,Startup,Yes,"[20,30)",<5,<20000
30/11/2020 18:39:45,28.0,Male,warsaw,Data Scientist,3.0,Middle,50000.0,Self-employed (freelancer),Unlimited contract,English,100-1000,Product,No,"[20,30)",<5,"[50000,100000)"
30/11/2020 18:41:07,29.0,Male,Berlin,Data Scientist,5.0,Senior,75000.0,Full-time employee,Unlimited contract,English,10-50,Startup,Yes,"[20,30)","[5,10)","[50000,100000)"
30/11/2020 19:12:11,34.0,Male,Munich,Frontend Developer,5.0,Senior,54000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
30/11/2020 19:23:52,27.0,Male,Berlin,Frontend Developer,5.0,Middle,58000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[20,30)","[5,10)","[50000,100000)"
30/11/2020 19:28:15,34.0,Male,Berlin,ML Engineer,3.0,Senior,70000.0,Full-time employee,Temporary contract,English,100-1000,Product,No,"[30,40)",<5,"[50000,100000)"
30/11/2020 20:09:04,28.0,Male,Wolfsburg,Software Engineer,2.0,Junior,48000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)",<5,"[20000,50000)"
30/11/2020 20:14:04,40.0,Male,Mannheim,Software Engineer,9.0,Middle,88000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[40,50)","[5,10)","[50000,100000)"
30/11/2020 20:39:33,29.0,Male,Berlin,Product Manager,5.0,Middle,57750.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[20,30)","[5,10)","[50000,100000)"
30/11/2020 20:56:33,27.0,Male,Cologne,Software Engineer,1.0,Junior,45000.0,Full-time employee,Unlimited contract,German,10-50,Product,No,"[20,30)",<5,"[20000,50000)"
30/11/2020 21:19:16,35.0,Female,Munich,Data Scientist,5.0,Senior,75000.0,Full-time employee,Unlimited contract,English,1000+,Other,No,"[30,40)","[5,10)","[50000,100000)"
30/11/2020 21:31:01,29.0,Male,London,Software Engineer,9.0,Senior,113000.0,Full-time employee,Unlimited contract,English,1000+,Other,No,"[20,30)","[5,10)","[100000,150000)"
30/11/2020 21:45:21,38.0,Male,Munich,Product Manager,12.0,Senior,74000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
30/11/2020 21:48:26,32.0,Male,Berlin,Data Engineer,7.0,Senior,82000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
30/11/2020 21:57:56,37.0,Male,Berlin,Data Scientist,10.0,Senior,82000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
30/11/2020 21:58:51,29.0,Male,Karlsruhe,DevOps,6.0,Senior,64800.0,Full-time employee,Unlimited contract,English,10-50,Startup,No,"[20,30)","[5,10)","[50000,100000)"
30/11/2020 22:13:06,32.0,Male,Frankfurt,Software Engineer,7.0,Senior,70000.0,Full-time employee,Unlimited contract,German,50-100,Product,No,"[30,40)","[5,10)","[50000,100000)"
30/11/2020 22:18:02,40.0,Male,Hildesheim,Software Engineer,16.0,Senior,72000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[40,50)","[10,20)","[50000,100000)"
30/11/2020 22:42:01,39.0,Male,Berlin,Software Engineer,12.0,Lead,82000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
30/11/2020 22:42:57,32.0,Male,Vienna,DataOps Team Lead,10.0,Lead,80000.0,Full-time employee,Unlimited contract,German,1000+,Other,No,"[30,40)","[10,20)","[50000,100000)"
30/11/2020 23:26:56,26.0,Female,Berlin,Backend Developer,5.0,Middle,65000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)","[5,10)","[50000,100000)"
30/11/2020 23:38:05,30.0,Male,Berlin,Software Engineer,9.0,Middle,77000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
01/12/2020 00:06:49,32.0,Female,Munich,Data Scientist,5.0,Senior,80000.0,Full-time employee,Unlimited contract,German,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
01/12/2020 00:16:18,32.0,Male,Munich,Software Engineer,8.0,Senior,65000.0,Full-time employee,Unlimited contract,English,100-1000,Consulting / Agency,No,"[30,40)","[5,10)","[50000,100000)"
01/12/2020 00:20:42,31.0,Male,Helsinki,Software Engineer,5.0,Middle,59064.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[30,40)","[5,10)","[50000,100000)"
01/12/2020 00:25:07,30.0,Male,Berlin,Software Engineer,10.0,Senior,90000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
01/12/2020 00:32:37,30.0,Male,Munich,Software Sales,12.0,Senior,150000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[150000,200000)"
01/12/2020 00:32:53,30.0,Female,Berlin,QA Engineer,8.0,Senior,70000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
01/12/2020 00:38:14,25.0,Male,Hamburg,Backend Developer,5.0,Middle,53500.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)","[5,10)","[50000,100000)"
01/12/2020 01:32:35,30.0,Male,Berlin,Software Engineer,9.0,Lead,90000.0,Full-time employee,Unlimited contract,English,10-50,Product,No,"[30,40)","[5,10)","[50000,100000)"
01/12/2020 07:13:14,26.0,Male,Munich,Software Engineer,4.0,Middle,75000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[20,30)",<5,"[50000,100000)"
01/12/2020 08:00:20,32.0,Male,Munich,Product Manager,4.0,Senior,65000.0,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,"[30,40)",<5,"[50000,100000)"
01/12/2020 08:38:27,32.0,Female,Heidelberg ,Software Engineer,8.0,Unknown,60000.0,Full-time employee,Unlimited contract,English,100-1000,Product,Yes,"[30,40)","[5,10)","[50000,100000)"
01/12/2020 08:39:16,39.0,Male,Siegen,Software Engineer,16.0,Senior,62400.0,Full-time employee,Unlimited contract,Other,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
01/12/2020 08:45:11,31.0,Male,Munich,DevOps,8.0,Unknown,62000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[30,40)","[5,10)","[50000,100000)"
01/12/2020 08:49:09,35.0,Male,Murnau am Staffelsee ,Beikoch,1.0,Middle,30000.0,Full-time employee,Temporary contract,German,up to 10,Other,No,"[30,40)",<5,"[20000,50000)"
01/12/2020 08:52:15,38.0,Male,Munich,Software Engineer,16.0,Senior,90000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
01/12/2020 09:44:56,22.0,Male,Zürich,Product Management Praktikant,2.0,Other,35000.0,Part-time employee,Temporary contract,German,up to 10,Startup,No,"[20,30)",<5,"[20000,50000)"
01/12/2020 09:47:47,32.0,Male,Innsbruck,Data Scientist,3.0,Senior,62000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)",<5,"[50000,100000)"
01/12/2020 09:50:38,30.0,Female,Munich,Frontend Developer,9.0,Senior,60000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
01/12/2020 09:59:53,34.0,Male,Berlin,Backend Developer,10.0,Middle,65600.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
01/12/2020 10:04:53,36.0,Male,Stockholm,Mobile Developer,14.0,Senior,80000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
01/12/2020 10:11:09,26.0,Female,Hannover,QA Engineer,2.0,Middle,32000.0,Full-time employee,Unlimited contract,German,1000+,Other,No,"[20,30)",<5,"[20000,50000)"
01/12/2020 10:48:26,28.0,Female,Berlin,Data Analyst,3.0,Middle,53000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)",<5,"[50000,100000)"
01/12/2020 11:17:35,25.0,Male,Berlin,Software Engineer,6.0,Middle,65000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)","[5,10)","[50000,100000)"
01/12/2020 12:29:04,28.0,Male,Berlin,Data Scientist,6.0,Lead,78000.0,Full-time employee,Unlimited contract,English,50-100,Consulting / Agency,No,"[20,30)","[5,10)","[50000,100000)"
01/12/2020 12:47:27,26.0,Male,Berlin,QA Engineer,4.0,Middle,55500.0,Full-time employee,Unknown,English,50-100,Startup,No,"[20,30)",<5,"[50000,100000)"
01/12/2020 13:56:36,35.0,Male,Berlin,Software Engineer,20.0,Senior,100000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[20,30)","[100000,150000)"
01/12/2020 13:58:10,25.0,Male,Brussels ,Data Scientist,1.0,Junior,38000.0,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,"[20,30)",<5,"[20000,50000)"
01/12/2020 14:21:01,23.0,Female,Berlin,Data analyst ,1.0,Junior,36000.0,Full-time employee,Unlimited contract,English,1000+,Startup,No,"[20,30)",<5,"[20000,50000)"
01/12/2020 14:33:35,28.0,Male,Munich,Software Engineer,3.0,Junior,65000.0,Full-time employee,Unlimited contract,English,1000+,Other,No,"[20,30)",<5,"[50000,100000)"
01/12/2020 14:58:24,36.0,Male,Berlin,Software Engineer,10.0,Head,100000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[100000,150000)"
01/12/2020 15:57:44,41.0,Male,Berlin,Designer (UI/UX),20.0,Senior,36000.0,Self-employed (freelancer),Temporary contract,English,Unknown,Unknown,Unknown,"[40,50)","[20,30)","[20000,50000)"
01/12/2020 16:16:38,30.0,Male,Heidelberg,Software Engineer,9.0,Senior,60000.0,Full-time employee,Temporary contract,English,1000+,Other,No,"[30,40)","[5,10)","[50000,100000)"
01/12/2020 16:16:56,30.0,Male,Heidelberg,Software Engineer,9.0,Senior,60000.0,Full-time employee,Temporary contract,English,1000+,Other,No,"[30,40)","[5,10)","[50000,100000)"
01/12/2020 16:36:05,28.0,Male,Zurich,Software Engineer,6.0,Middle,100000.0,Full-time employee,Unlimited contract,German,10-50,Product,No,"[20,30)","[5,10)","[100000,150000)"
01/12/2020 17:50:06,29.0,Male,Berlin,Frontend Developer,5.0,Middle,66000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)","[5,10)","[50000,100000)"
01/12/2020 18:09:57,,Male,Berlin,Backend Developer,15.0,Middle,73000.0,Full-time employee,Unlimited contract,English,100-1000,Consulting / Agency,No,Unknown,"[10,20)","[50000,100000)"
01/12/2020 18:58:24,26.0,Female,Prague,Software Engineer,4.0,Middle,64000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)",<5,"[50000,100000)"
01/12/2020 19:09:43,26.0,Male,Berlin,Product Analyst,4.0,Middle,55000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)",<5,"[50000,100000)"
01/12/2020 19:26:55,31.0,Male,Munich,Software Engineer,5.0,Middle,74000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
01/12/2020 20:57:41,34.0,Female,Hildesheim ,QA Engineer,11.0,Senior,60000.0,Full-time employee,Unlimited contract,German,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
01/12/2020 21:28:19,34.0,Male,Hamburg,DevOps,8.0,Senior,67500.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
01/12/2020 22:23:17,36.0,Male,Munich,Software Engineer,13.0,Head,90000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
01/12/2020 23:24:17,36.0,Male,Berlin,DevOps,17.0,Head,124000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[100000,150000)"
02/12/2020 00:07:14,40.0,Female,Berlin,QA Engineer,16.0,Middle,65000.0,Full-time employee,Unlimited contract,English,10-50,Startup,Yes,"[40,50)","[10,20)","[50000,100000)"
02/12/2020 00:27:03,31.0,Male,Berlin,Software Engineer,7.0,Senior,75000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
02/12/2020 04:49:47,28.0,Male,Munich,Software Engineer,8.0,Senior,57000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[20,30)","[5,10)","[50000,100000)"
02/12/2020 04:49:53,28.0,Male,Munich,Software Engineer,8.0,Senior,57000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[20,30)","[5,10)","[50000,100000)"
02/12/2020 08:56:43,36.0,Male,Berlin,Backend Developer,16.0,Lead,120000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[30,40)","[10,20)","[100000,150000)"
02/12/2020 10:35:10,22.0,Female,Eindhoven,Frontend Developer,2.0,Junior,24000.0,Full-time employee,Unlimited contract,English,10-50,Product,Yes,"[20,30)",<5,"[20000,50000)"
02/12/2020 11:52:05,26.0,Female,Berlin,Backend Developer,7.0,Senior,60000.0,Full-time employee,Unlimited contract,English,up to 10,Product,No,"[20,30)","[5,10)","[50000,100000)"
02/12/2020 12:06:42,30.0,Male,Berlin,Backend Developer,4.0,Middle,58000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)",<5,"[50000,100000)"
02/12/2020 14:20:32,35.0,Male,Berlin,Software Engineer,12.0,Middle,75000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
02/12/2020 14:43:40,30.0,Male,Berlin,Software Engineer,10.0,Middle,71000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
02/12/2020 14:45:13,36.0,Male,Bonn,DevOps,15.0,Junior,52500.0,Full-time employee,Unlimited contract,English,10-50,Product,No,"[30,40)","[10,20)","[50000,100000)"
02/12/2020 16:12:21,35.0,Male,Berlin,Team lead,,Lead,85000.0,Full-time employee,Unlimited contract,English,50-100,Startup,No,"[30,40)",Unknown,"[50000,100000)"
02/12/2020 17:06:36,28.0,Male,Cologne,Software Engineer,5.0,Middle,50000.0,Full-time employee,Unlimited contract,Other,100-1000,Product,No,"[20,30)","[5,10)","[50000,100000)"
02/12/2020 17:09:22,42.0,Male,Berlin,Backend Developer,19.0,Senior,66000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[40,50)","[10,20)","[50000,100000)"
02/12/2020 18:46:00,34.0,Male,Berlin,Backend Developer,14.0,Senior,95000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
02/12/2020 19:35:54,27.0,Male,Hamburg,Backend Developer,1.0,Junior,50000.0,Full-time employee,Unlimited contract,English,up to 10,Startup,No,"[20,30)",<5,"[50000,100000)"
02/12/2020 21:39:34,,Male,Munich,Frontend Developer,5.0,Lead,70000.0,Full-time employee,Unlimited contract,English,10-50,Startup,No,Unknown,"[5,10)","[50000,100000)"
02/12/2020 21:42:33,36.0,Female,Berlin,Data Scientist,5.0,Senior,87000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
02/12/2020 21:53:01,31.0,Male,Berlin,Software Engineer,4.0,Senior,68000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[30,40)",<5,"[50000,100000)"
02/12/2020 22:41:04,32.0,Female,Munich,It Consulting ,2.0,Junior,54000.0,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No,"[30,40)",<5,"[50000,100000)"
03/12/2020 08:53:41,32.0,Male,Berlin,Software Engineer,13.0,Lead,83000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
03/12/2020 09:40:36,36.0,Male,Prefer not to say,ML Engineer,6.0,Senior,110000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[30,40)","[5,10)","[100000,150000)"
03/12/2020 10:59:45,26.0,Male,Munich,Software Engineer,6.0,Senior,93000.0,Full-time employee,Unlimited contract,English,10-50,Startup,No,"[20,30)","[5,10)","[50000,100000)"
03/12/2020 11:04:39,28.0,Female,Berlin,Data Scientist,4.0,Middle,73700.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)",<5,"[50000,100000)"
03/12/2020 11:52:21,34.0,Male,Munich,Data Scientist,10.0,Senior,85000.0,Full-time employee,Unlimited contract,English,100-1000,Consulting / Agency,No,"[30,40)","[10,20)","[50000,100000)"
03/12/2020 13:25:21,38.0,Male,Berlin,Data Scientist,10.0,Senior,87550.0,Full-time employee,Unlimited contract,German,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
03/12/2020 13:58:08,37.0,Male,Berlin,Software Engineer,16.0,Senior,80000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
03/12/2020 21:03:20,31.0,Male,Berlin,Backend Developer,9.0,Senior,65000.0,Full-time employee,Unlimited contract,English,50-100,Startup,No,"[30,40)","[5,10)","[50000,100000)"
